# dumped at t=1 ps
°OH^0 -11.6292 5.92991 -1232.25
°OH^0 -8.43167 2.87661 -1227.24
°OH^0 -7.4597 3.28951 -1224.77
°OH^0 -9.10991 0.250819 -1226.15
°OH^0 -10.92 4.69722 -1226.23
°OH^0 -8.4687 1.64962 -1222.26
°OH^0 -10.0091 1.47916 -1223.2
°OH^0 -8.99798 2.85466 -1223.02
°OH^0 -8.25998 2.88932 -1221.58
°OH^0 -8.02978 1.30802 -1219.3
°OH^0 -10.1268 2.44892 -1216.26
°OH^0 -7.8038 0.405865 -1219.13
°OH^0 -8.76542 1.98523 -1218.33
°OH^0 -4.87511 1.42489 -1215.6
°OH^0 -6.26543 3.78616 -1212.6
°OH^0 -10.6518 1.79576 -1206.12
°OH^0 -8.7267 2.52736 -1209.23
°OH^0 -9.49287 5.57718 -1210.82
°OH^0 -7.61751 -0.878031 -1203.66
°OH^0 -7.28425 1.33492 -1200.91
°OH^0 -9.57559 1.0796 -1199.23
°OH^0 -9.94903 0.880187 -1199.04
°OH^0 -8.8318 2.86629 -1191.3
°OH^0 -6.52808 3.07815 -1191.3
°OH^0 -7.34193 0.0975996 -1187.91
°OH^0 -6.80799 1.52017 -1191.68
°OH^0 -6.39126 1.94398 -1187.94
°OH^0 -5.06928 1.64491 -1186.91
°OH^0 -7.42992 -1.40041 -1184.14
°OH^0 -9.76863 -2.92122 -1181.86
°OH^0 -9.39663 -0.539851 -1181.98
°OH^0 -13.0402 -0.510062 -1181.24
°OH^0 -6.97785 0.422613 -1182.87
°OH^0 -6.13949 3.15597 -1180
°OH^0 -6.68821 4.12436 -1176.79
°OH^0 -10.5178 2.3283 -1178.85
°OH^0 -7.38428 4.66356 -1180.68
°OH^0 -9.25647 1.00157 -1180.8
°OH^0 -8.24827 2.54945 -1181.65
°OH^0 -6.91783 1.32782 -1175.37
°OH^0 -11.5607 2.43508 -1176.2
°OH^0 -9.32446 3.47266 -1172.2
°OH^0 -11.182 -0.914799 -1165.52
°OH^0 -8.81786 0.33004 -1166.34
°OH^0 -7.24211 1.49098 -1167.31
°OH^0 -9.01729 2.57208 -1170.36
°OH^0 -10.5378 -0.662544 -1165.99
°OH^0 -6.87073 1.80958 -1165.12
°OH^0 -8.73427 0.982469 -1166.96
°OH^0 -10.793 -1.86558 -1161.63
°OH^0 -7.08461 -0.291143 -1158.38
°OH^0 -9.35936 -0.0299824 -1157.48
°OH^0 -7.36068 1.72191 -1150.96
°OH^0 -8.90469 3.38467 -1152.45
°OH^0 -9.72969 5.24642 -1151.46
°OH^0 -8.90677 2.73893 -1150.91
°OH^0 -8.91406 -2.67116 -1153.49
°OH^0 -9.45386 5.37271 -1142.94
°OH^0 -8.97586 2.35497 -1142.71
°OH^0 -9.52499 0.518676 -1141.02
°OH^0 -10.4897 2.17768 -1142.11
°OH^0 -11.439 1.72955 -1140.92
°OH^0 -11.6769 2.67531 -1136.89
°OH^0 -8.27865 -0.297522 -1141.06
°OH^0 -10.4245 -0.729088 -1133.56
°OH^0 -11.3981 0.100698 -1133.92
°OH^0 -11.0186 2.39815 -1139.74
°OH^0 -8.91425 -1.19935 -1133.27
°OH^0 -11.5272 -0.108119 -1132.98
°OH^0 -10.1316 -0.881742 -1133.99
°OH^0 -9.32835 0.49499 -1129.38
°OH^0 -10.4161 -4.162 -1132.42
°OH^0 -10.2135 1.08966 -1129.01
°OH^0 -9.59974 -0.0580447 -1130.91
°OH^0 -8.46244 -1.95043 -1129.06
°OH^0 -8.52533 -2.67062 -1128.65
°OH^0 -9.69302 -0.913099 -1129.95
°OH^0 -11.9086 2.1045 -1126.4
°OH^0 -9.19363 0.133781 -1130.05
°OH^0 -11.8822 0.0387246 -1128.64
°OH^0 -9.95099 1.17474 -1126.14
°OH^0 -8.54088 2.1392 -1120.01
°OH^0 -11.4769 -1.64319 -1116.46
°OH^0 -9.39524 -1.52239 -1115.86
°OH^0 -12.1698 0.294393 -1104.32
°OH^0 -11.9023 0.220417 -1101.47
°OH^0 -8.59434 4.78262 -1093.77
°OH^0 -9.35639 -1.72747 -1092.33
°OH^0 -10.4327 -1.15544 -1090.63
°OH^0 -9.65031 1.64944 -1092.26
°OH^0 -14.2095 -1.66307 -1094.6
°OH^0 -14.1237 1.74214 -1089.92
°OH^0 -9.78441 0.362814 -1087.64
°OH^0 -9.06708 0.305165 -1085.44
°OH^0 -19.2677 1.86433 -1079.94
°OH^0 -12.3269 -3.11104 -1076.31
°OH^0 -9.54734 0.818294 -1072.77
°OH^0 -13.0701 -1.93942 -1070.51
°OH^0 -10.7578 -1.12385 -1072.58
°OH^0 -12.5436 5.8366 -1067.88
°OH^0 -11.8769 4.22384 -1067.34
°OH^0 -12.1335 0.972326 -1067.95
°OH^0 -13.4974 0.313666 -1066.28
°OH^0 -13.0727 -1.75943 -1065.19
°OH^0 -7.50038 0.211488 -1070.07
°OH^0 -11.7685 -0.840851 -1066.59
°OH^0 -11.5366 0.246296 -1066.82
°OH^0 -11.8204 -1.97376 -1062.72
°OH^0 -13.6676 -1.00612 -1062.42
°OH^0 -11.6156 -0.190576 -1063.94
°OH^0 -13.5329 -0.308661 -1062.5
°OH^0 -14.753 -1.31212 -1061.05
°OH^0 -13.3593 -1.74796 -1057.58
°OH^0 -12.8594 -2.78686 -1054.52
°OH^0 -16.4381 -0.635487 -1054.77
°OH^0 -13.8013 0.299845 -1045.13
°OH^0 -11.5839 2.28227 -1044.81
°OH^0 -16.4018 1.44754 -1032.43
°OH^0 -12.7448 0.0631165 -1032.45
°OH^0 -12.4405 -4.14919 -1025.92
°OH^0 -12.0252 -1.27438 -1025.52
°OH^0 -14.3598 -0.749667 -1028.53
°OH^0 -14.3989 -3.96207 -1026.58
°OH^0 -18.5583 -6.35068 -1021.82
°OH^0 -11.9909 -4.5249 -1021.23
°OH^0 -10.2132 0.270119 -1004.88
°OH^0 -7.15677 -4.8729 -1006.45
°OH^0 -10.9049 0.735462 -998.757
°OH^0 -10.6148 -3.96739 -1002.38
°OH^0 -15.5742 -3.20738 -998.159
°OH^0 -16.0231 -0.461527 -995.685
°OH^0 -15.02 -4.04509 -994.8
°OH^0 -12.4036 -4.87861 -993.575
°OH^0 -13.1988 -3.35217 -992.945
°OH^0 -15.3469 -5.04842 -988.659
°OH^0 -15.0367 -2.77177 -989.582
°OH^0 -11.7008 -3.84444 -987.725
°OH^0 -11.9394 -3.79856 -985.869
°OH^0 -11.4505 -2.07973 -983.508
°OH^0 -14.1441 -2.11463 -979.873
°OH^0 -14.119 -5.02033 -977.489
°OH^0 -12.0168 -3.66127 -975.943
°OH^0 -18.0115 -2.65036 -974.718
°OH^0 -12.4028 -4.71351 -967.849
°OH^0 -14.5876 -3.44301 -967.723
°OH^0 -14.4236 -2.70734 -963.527
°OH^0 -15.207 -3.59368 -964.56
°OH^0 -13.2672 -3.1699 -960.53
°OH^0 -17.5945 -3.45835 -956.676
°OH^0 -13.3229 -5.60743 -958.562
°OH^0 -12.0052 -5.48265 -952.635
°OH^0 -12.3611 -4.49942 -951.953
°OH^0 -13.5711 -5.78475 -952.084
°OH^0 -13.844 -5.07813 -948.761
°OH^0 -13.6854 -5.43475 -950.262
°OH^0 -10.7491 -5.23403 -944.487
°OH^0 -16.0407 -4.92575 -941.934
°OH^0 -13.6706 -7.11241 -935.46
°OH^0 -19.7684 -4.89157 -940.526
°OH^0 -13.1116 -6.56162 -941.034
°OH^0 -15.3765 -5.96461 -937.681
°OH^0 -12.5974 -5.76527 -931.903
°OH^0 -14.773 -3.17364 -934.734
°OH^0 -14.9889 -5.62598 -934.461
°OH^0 -15.4821 -4.25085 -932.067
°OH^0 -15.1844 -9.13758 -931.768
°OH^0 -13.9832 -7.08918 -930.619
°OH^0 -12.3639 -6.11151 -933.682
°OH^0 -17.2391 -3.49314 -923.445
°OH^0 -14.4708 -5.96961 -919.874
°OH^0 -15.0022 -8.74061 -913.517
°OH^0 -9.69309 -8.2178 -916.301
°OH^0 -9.65437 -4.7859 -917.451
°OH^0 -12.0638 -6.1307 -915.464
°OH^0 -14.5654 -5.809 -911.867
°OH^0 -14.1411 -6.84513 -909.196
°OH^0 -15.5315 -5.94689 -910.285
°OH^0 -13.2645 -5.0575 -906.41
°OH^0 -15.3209 -6.11045 -903.607
°OH^0 -15.8594 -2.18095 -903.543
°OH^0 -12.8097 -7.10493 -899.395
°OH^0 -14.5319 -8.54768 -900.885
°OH^0 -13.4742 -7.44684 -899.103
°OH^0 -15.1201 -8.51714 -895.282
°OH^0 -12.4821 -7.23926 -891.835
°OH^0 -15.2796 -8.57109 -893.753
°OH^0 -14.592 -4.04748 -891.4
°OH^0 -17.2478 -5.76673 -888.783
°OH^0 -17.1646 -8.28408 -886.971
°OH^0 -14.9024 -6.25715 -886.844
°OH^0 -15.309 -2.47314 -891.05
°OH^0 -14.8757 -4.08157 -885.923
°OH^0 -14.4881 -8.01467 -880.606
°OH^0 -13.7458 -7.5785 -876.191
°OH^0 -15.8096 -5.34266 -881.807
°OH^0 -12.7035 -9.14308 -878.704
°OH^0 -11.9468 -6.71299 -877.384
°OH^0 -15.1656 -5.40442 -875.097
°OH^0 -15.5475 -7.24175 -876.86
°OH^0 -15.4132 -8.50231 -875.769
°OH^0 -14.4301 -8.97196 -870.206
°OH^0 -14.8348 -6.33174 -869.531
°OH^0 -14.2569 -5.2011 -873.44
°OH^0 -12.0391 -4.2823 -873.552
°OH^0 -15.3572 -5.43681 -872.435
°OH^0 -14.5786 -7.59515 -864.577
°OH^0 -14.9252 -8.75464 -869.633
°OH^0 -12.2463 -7.3221 -865.654
°OH^0 -14.9168 -7.3439 -866.298
°OH^0 -16.0014 -6.19846 -862.855
°OH^0 -13.5176 -7.24658 -861.172
°OH^0 -16.9107 -4.1625 -854.106
°OH^0 -20.9035 -4.22533 -852.957
°OH^0 -18.1487 -6.94403 -855.194
°OH^0 -21.101 -7.75206 -854.961
°OH^0 -19.7732 -6.83553 -852.864
°OH^0 -20.1778 -6.12331 -854.306
°OH^0 -21.1543 -4.72374 -849.367
°OH^0 -21.7512 -5.68181 -848.141
°OH^0 -19.261 -0.913285 -847.471
°OH^0 -21.8614 -1.01173 -844.062
°OH^0 -24.7019 -3.50154 -843.28
°OH^0 -20.208 -5.31797 -843.04
°OH^0 -28.0127 -4.95234 -842.205
°OH^0 -22.7278 -3.0674 -843.59
°OH^0 -25.3966 -1.56839 -836.221
°OH^0 -28.7074 -0.475576 -832.337
°OH^0 -28.5596 -1.45111 -830.481
°OH^0 -32.4929 -2.58078 -829.392
°OH^0 -29.4973 -0.532374 -832.392
°OH^0 -28.7752 0.931803 -831.54
°OH^0 -28.2628 -4.1875 -827.569
°OH^0 -30.5835 -0.819393 -829.469
°OH^0 -30.331 -1.95695 -831.408
°OH^0 -31.7981 -1.87273 -829.646
°OH^0 -31.2397 -2.283 -826.422
°OH^0 -33.2601 -4.84873 -827.92
°OH^0 -29.4728 -3.05175 -826.112
°OH^0 -30.1345 -1.09796 -826.893
°OH^0 -32.2934 -2.01726 -826.401
°OH^0 -33.9993 -4.53275 -827.952
°OH^0 -30.6153 0.449581 -824.46
°OH^0 -36.3753 1.49194 -820.501
°OH^0 -40.958 -3.11959 -814.589
°OH^0 -35.6243 3.62344 -812.293
°OH^0 -40.2055 4.73145 -805.572
°OH^0 -38.9395 3.61432 -805.782
°OH^0 -42.4587 4.55177 -802.845
°OH^0 -41.4783 7.11495 -806.662
°OH^0 -39.9142 1.78604 -801.011
°OH^0 -44.0893 5.82086 -797.885
°OH^0 -45.3304 6.35772 -797.247
°OH^0 -47.8314 6.09034 -794.92
°OH^0 -44.9775 11.021 -793.743
°OH^0 -44.7716 8.22979 -789.978
°OH^0 -45.8296 5.49831 -789.114
°OH^0 -44.2879 7.06653 -790.675
°OH^0 -46.5078 16.8702 -776.724
°OH^0 -52.7545 14.7489 -778.587
°OH^0 -52.6202 11.5013 -774.048
°OH^0 -53.9474 13.5779 -776.587
°OH^0 -54.725 10.774 -773.965
°OH^0 -50.8244 11.4787 -771.936
°OH^0 -48.04 11.2816 -774.714
°OH^0 -46.6997 10.8679 -772.142
°OH^0 -52.325 13.4587 -776.638
°OH^0 -53.9016 12.8866 -774.865
°OH^0 -59.8581 10.3612 -772.963
°OH^0 -48.0212 14.3147 -770.811
°OH^0 -57.8494 12.9955 -770.091
°OH^0 -60.8374 13.4698 -761.243
°OH^0 -60.427 15.8553 -759.408
°OH^0 -59.3154 18.1899 -755.247
°OH^0 -60.5523 16.8092 -758.929
°OH^0 -63.0295 16.7016 -753.298
°OH^0 -59.8484 21.1557 -754.611
°OH^0 -65.8267 17.0184 -747.514
°OH^0 -66.6145 17.4705 -748.923
°OH^0 -66.0811 20.6334 -748.171
°OH^0 -65.9543 22.2653 -744.383
°OH^0 -69.529 22.4201 -738.766
°OH^0 -70.5862 22.8507 -740.583
°OH^0 -67.0737 25.9997 -742.794
°OH^0 -68.8828 24.5871 -738.002
°OH^0 -70.9077 24.2422 -735.905
°OH^0 -69.4806 20.6821 -737.86
°OH^0 -71.8595 23.2921 -737.823
°OH^0 -72.0079 24.2442 -735.769
°OH^0 -72.4386 25.1624 -734.874
°OH^0 -76.7496 23.633 -734.19
°OH^0 -72.9279 28.4834 -730.445
°OH^0 -72.9026 27.7528 -730.822
°OH^0 -77.4747 27.4434 -726.331
°OH^0 -75.9535 28.4174 -726.997
°OH^0 -77.3263 27.4448 -723.09
°OH^0 -83.3873 31.0582 -718.83
°OH^0 -82.3063 28.2339 -717.142
°OH^0 -83.5567 31.3219 -720.029
°OH^0 -90.6339 30.7534 -718.678
°OH^0 -88.4369 32.7425 -716.598
°OH^0 -86.5121 33.846 -715.377
°OH^0 -85.4949 32.7276 -716.431
°OH^0 -89.1394 29.9135 -710.353
°OH^0 -87.6817 31.7116 -710.454
°OH^0 -88.5437 33.8478 -709.346
°OH^0 -86.1255 31.5832 -710.826
°OH^0 -88.9081 33.1443 -705.814
°OH^0 -88.3038 36.518 -707.783
°OH^0 -88.9454 33.5404 -704.97
°OH^0 -94.5774 38.3941 -701.351
°OH^0 -93.5721 38.7873 -694.072
°OH^0 -97.8914 38.2426 -688.763
°OH^0 -105.69 44.8033 -677.961
°OH^0 -105.846 46.5694 -677.144
°OH^0 -106.364 46.7062 -678.592
°OH^0 -109.769 47.0389 -671.643
°OH^0 -113.458 49.7901 -660.863
°OH^0 -118.014 52.2092 -655.569
°OH^0 -120.071 53.3091 -654.083
°OH^0 -125.107 58.52 -646.481
°OH^0 -123.539 57.5712 -643.739
°OH^0 -127.46 57.9362 -641.551
°OH^0 -128.491 62.3346 -639.995
°OH^0 -131.888 65.0623 -632.496
°OH^0 -137.836 64.378 -621.76
°OH^0 -136.31 64.1872 -621.624
°OH^0 -138.787 64.3527 -618.014
°OH^0 -143.35 70.2524 -609.251
°OH^0 -145.327 72.9724 -616.153
°OH^0 -147.971 66.6105 -606.416
°OH^0 -152.687 73.059 -603.186
°OH^0 -153.535 74.222 -601.868
°OH^0 -159.751 76.9176 -594.427
°OH^0 -162.91 80.5095 -589.736
°OH^0 -161.805 77.246 -590.68
°OH^0 -163.188 79.9327 -589.126
°OH^0 -168.483 83.0008 -591.181
°OH^0 -171.851 85.7621 -575.685
°OH^0 -171.647 84.0795 -578.628
°OH^0 -173.01 85.8448 -577.714
°OH^0 -176.486 85.3805 -571.454
°OH^0 -178.362 88.9797 -567.503
°OH^0 -182.797 90.0384 -562.113
°OH^0 -182.368 95.322 -554.526
°OH^0 -196.635 95.368 -550.568
°OH^0 -193.557 95.7645 -544.618
°OH^0 -197.12 98.7487 -543.093
°OH^0 -196.986 100.724 -541.309
°OH^0 -196.396 103.795 -543.991
°OH^0 -197.401 100.71 -537.804
°OH^0 -199.342 101.182 -539.13
°OH^0 -196.656 99.7005 -539.151
°OH^0 -207.447 104.007 -532.895
°OH^0 -207.6 105.199 -531.173
°OH^0 -207.757 105.836 -524.05
°OH^0 -207.946 106.506 -528.393
°OH^0 -210.295 108.598 -525.015
°OH^0 -213.859 107.951 -525.588
°OH^0 -212.826 108.444 -523.95
°OH^0 -215.226 110.148 -519.224
°OH^0 -213.14 110.133 -519.045
°OH^0 -216.882 110.023 -516.405
°OH^0 -219.93 112.233 -513.644
°OH^0 -221.735 115.665 -513.369
°OH^0 -221.572 114.107 -511.685
°OH^0 -220.322 115.54 -510.747
°OH^0 -222.238 117.127 -504.781
°OH^0 -227.703 118.328 -507.278
°OH^0 -226.427 117.38 -506.085
°OH^0 -227.972 119.248 -505.713
°OH^0 -229.831 117.966 -502.183
°OH^0 -228.978 121.318 -499.365
°OH^0 -233.655 122.796 -494.692
°OH^0 -236.351 120.698 -494.253
°OH^0 -241.738 127.675 -487.042
°OH^0 -253.682 132.613 -469.248
°OH^0 -252.873 140.915 -462.983
°OH^0 -254.425 137.343 -462.622
°OH^0 -258.455 136.119 -465.051
°OH^0 -262.373 145.103 -450.663
°OH^0 -288.575 160.187 -417.404
°OH^0 -286.021 167.047 -411.853
°OH^0 -298.606 173.731 -400.02
°OH^0 -313.304 173.499 -382.314
°OH^0 -357.427 195.73 -349.835
°OH^0 -552.838 328.346 -477.161
°OH^0 -561.689 312.132 -501.384
°OH^0 -564.114 313.33 -507.183
°OH^0 -552.526 298.32 -517.811
°OH^0 -551.604 296.847 -519.187
°OH^0 -545.16 294.35 -519.768
°OH^0 -545.998 289.489 -519.513
°OH^0 -536.237 282.749 -519.314
°OH^0 -537.47 264.499 -515.081
°OH^0 -537.185 261.735 -513.256
°OH^0 -534.88 263.003 -510.495
°OH^0 -534.499 264.415 -508.442
°OH^0 -533.129 263.61 -505.924
°OH^0 -530.123 268.459 -494.543
°OH^0 -519.948 267.073 -484.308
°OH^0 -484.236 260.947 -453.335
°OH^0 -483.058 260.188 -452.416
°OH^0 -478.698 259.778 -443.991
°OH^0 -475.835 255.393 -439.175
°OH^0 -475.546 256.538 -437.954
°OH^0 -474.86 254.111 -437.308
°OH^0 -464.396 252.687 -424.322
°OH^0 -459.268 249.149 -425.727
°OH^0 -457.629 249.318 -421.103
°OH^0 -456.397 251.126 -417.571
°OH^0 -455.34 250.351 -419.958
°OH^0 -456.536 249.508 -417.786
°OH^0 -447.401 246.178 -406.583
°OH^0 -446.491 246.845 -403.33
°OH^0 -441.382 243.892 -397.546
°OH^0 -440.158 240.925 -389.005
°OH^0 -433.291 235.025 -383.898
°OH^0 -433.409 235.065 -383.724
°OH^0 -434.174 235.717 -380.78
°OH^0 -433.039 235.476 -383.283
°OH^0 -432.508 234.561 -379.13
°OH^0 -433.346 231.866 -378.239
°OH^0 -428.925 230.62 -379.8
°OH^0 -430.656 228.223 -377.896
°OH^0 -427.593 228.102 -371.651
°OH^0 -424.351 224.935 -371.61
°OH^0 -417.23 221.54 -366.895
°OH^0 -417.528 220.335 -365.899
°OH^0 -415.91 218.583 -364.106
°OH^0 -410.126 217.063 -359.284
°OH^0 -409.303 214.895 -359.663
°OH^0 -407.452 214.424 -358.368
°OH^0 -409.994 213.486 -357.424
°OH^0 -405.954 215.762 -356.755
°OH^0 -397.245 210.754 -355.653
°OH^0 -395.476 210.463 -353.589
°OH^0 -390.101 209.523 -349.528
°OH^0 -387.61 209.297 -352.772
°OH^0 -385.011 207.969 -354.014
°OH^0 -382.614 209.459 -351.12
°OH^0 -379.275 206.621 -351.352
°OH^0 -377.772 204.802 -349.66
°OH^0 -371.402 205.45 -351.831
°OH^0 -366.128 203.378 -354.333
°OH^0 -366.552 200.487 -352.507
°OH^0 -344.535 197.19 -357.478
°OH^0 -335.866 195.057 -359.979
°OH^0 -328.984 188.943 -364.345
°OH^0 -329.833 190.882 -364.006
°OH^0 -329.547 189.164 -366.377
°OH^0 -329.037 190.021 -367.414
°OH^0 -327.892 185.476 -371.212
°OH^0 -323.534 183.293 -372.291
°OH^0 -320.971 182.78 -373.298
°OH^0 -312.772 176.875 -383.64
°OH^0 -312.589 173.198 -384.942
°OH^0 -311.892 172.556 -386.623
°OH^0 -307.998 174.206 -387.998
°OH^0 -302.53 170.237 -397.662
°OH^0 -300.117 168.633 -398.108
°OH^0 -301.207 167.523 -401.523
°OH^0 -300.078 166.6 -402.404
°OH^0 -298.299 169.199 -403.116
°OH^0 -300.193 167.229 -403.691
°OH^0 -299.301 167.453 -401.527
°OH^0 -298.759 167.111 -404.348
°OH^0 -294.945 165.839 -407.296
°OH^0 -294.081 162.994 -410.894
°OH^0 -290.526 163.311 -412.96
°OH^0 -292.493 162.937 -413.112
°OH^0 -291.593 161.053 -411.213
°OH^0 -293.097 165.219 -414.767
°OH^0 -288.383 159.558 -417.319
°OH^0 -285.574 157.838 -422.466
°OH^0 -283.28 158.703 -423.007
°OH^0 -283.199 158.114 -423.393
°OH^0 -281.568 157.987 -424.413
°OH^0 -280.119 157.531 -426.182
°OH^0 -282.213 156.713 -428.471
°OH^0 -281.262 156.68 -429.016
°OH^0 -276.278 155.98 -433.87
°OH^0 -276.384 154.259 -431.961
°OH^0 -275.692 152.935 -429.89
°OH^0 -274.444 154.825 -432.496
°OH^0 -276.003 155.58 -434.306
°OH^0 -276.913 150.161 -438.213
°OH^0 -272.945 151.556 -438.655
°OH^0 -271.233 150.251 -439.234
°OH^0 -271.95 148.947 -440.135
°OH^0 -272.349 149.99 -439.549
°OH^0 -271.543 151.076 -441.445
°OH^0 -267.857 147.923 -446.563
°OH^0 -265.852 148.233 -449.458
°OH^0 -263.672 145.373 -450.928
°OH^0 -262.934 145.345 -450.335
°OH^0 -261.771 144.55 -452.441
°OH^0 -259.516 143.438 -453.722
°OH^0 -258.079 142.298 -457.339
°OH^0 -254.278 141.919 -462.295
°OH^0 -253.358 141.609 -463.315
°OH^0 -254.049 138.76 -463.518
°OH^0 -256.499 136.686 -464.723
°OH^0 -251.296 136.339 -468.186
°OH^0 -250.026 138.368 -468.528
°OH^0 -251.301 132.375 -469.245
°OH^0 -250.079 134.796 -469.974
°OH^0 -248.358 134.056 -471.685
°OH^0 -247.622 132.618 -473.483
°OH^0 -245.635 134.56 -475.159
°OH^0 -244.623 131.327 -477.662
°OH^0 -240.109 126.932 -485.785
°OH^0 -239.577 125.339 -487.958
°OH^0 -236.66 124.642 -489.173
°OH^0 -237.168 121.896 -492.768
°OH^0 -233.665 123.65 -495.137
°OH^0 -233.6 123.061 -492.809
°OH^0 -232.769 120.225 -496.49
°OH^0 -234.784 120.993 -496.505
°OH^0 -232.366 118.35 -497.177
°OH^0 -229.107 118.93 -503.677
°OH^0 -232.31 117.432 -501.808
°OH^0 -229.076 115.016 -502.785
°OH^0 -225.009 114.972 -510.814
°OH^0 -223.33 114.797 -511.462
°OH^0 -221.731 113.423 -512.524
°OH^0 -219.786 115.328 -511.942
°OH^0 -219.866 111.386 -515.031
°OH^0 -217.402 112.436 -514.303
°OH^0 -217.447 111.138 -513.776
°OH^0 -217.904 112.431 -515.752
°OH^0 -213.003 111.107 -521.973
°OH^0 -212.518 110.488 -524.59
°OH^0 -211.447 107.083 -522.937
°OH^0 -211.046 105.708 -523.039
°OH^0 -209.072 108.941 -527.939
°OH^0 -208.58 104.841 -529.674
°OH^0 -205.222 104.128 -533.341
°OH^0 -199.028 99.309 -538.329
°OH^0 -198.427 98.7509 -545.592
°OH^0 -196.027 98.9473 -545.949
°OH^0 -194.913 96.1237 -548.448
°OH^0 -186.986 95.3558 -556.24
°OH^0 -184.566 89.7099 -559.637
°OH^0 -182.526 89.3454 -563.015
°OH^0 -182.404 90.8631 -564.29
°OH^0 -180.18 89.3069 -563.222
°OH^0 -179.012 90.0053 -567.217
°OH^0 -178.785 88.5426 -568.738
°OH^0 -176.419 87.7952 -576.681
°OH^0 -171.75 85.283 -572.919
°OH^0 -173.414 84.3118 -576.755
°OH^0 -170.478 84.8396 -577.864
°OH^0 -168.469 84.0648 -579.65
°OH^0 -170.678 82.2834 -581.681
°OH^0 -162.294 80.9312 -588.374
°OH^0 -162.5 78.9251 -585.253
°OH^0 -160.954 78.7853 -590.502
°OH^0 -161.986 77.9949 -593.997
°OH^0 -157.06 78.1715 -595.793
°OH^0 -157.061 76.0163 -598.76
°OH^0 -156.739 73.072 -603.251
°OH^0 -156.353 74.965 -597.001
°OH^0 -154.777 73.9029 -599.929
°OH^0 -156.789 73.4349 -597.973
°OH^0 -155.748 74.3349 -598.713
°OH^0 -151.172 71.6705 -608.248
°OH^0 -152.033 71.6949 -606.588
°OH^0 -149.26 68.8401 -609.889
°OH^0 -148.521 71.6095 -611.766
°OH^0 -147.416 67.5955 -607.757
°OH^0 -146.244 68.4843 -613.821
°OH^0 -143.409 69.37 -614.395
°OH^0 -143.789 66.7114 -616.445
°OH^0 -142.458 66.119 -617.538
°OH^0 -138.122 64.8209 -623.453
°OH^0 -137.881 65.3834 -624.422
°OH^0 -140.059 63.4828 -621.227
°OH^0 -134.792 64.0555 -628.027
°OH^0 -135.557 62.6468 -626.603
°OH^0 -130.619 65.0963 -628.744
°OH^0 -135.629 59.2162 -631.22
°OH^0 -130.049 63.7935 -634.063
°OH^0 -133.749 60.6102 -633.046
°OH^0 -130.642 61.0605 -638.918
°OH^0 -127.79 62.0836 -636.376
°OH^0 -130.053 58.7314 -640.021
°OH^0 -126.39 60.4581 -640.275
°OH^0 -126.867 58.1484 -640.192
°OH^0 -122.152 57.352 -644.988
°OH^0 -122.698 55.6828 -642.232
°OH^0 -123.63 57.693 -643.547
°OH^0 -121.9 56.4027 -645.399
°OH^0 -120.246 59.7642 -655.344
°OH^0 -120.73 55.3066 -651.124
°OH^0 -121.686 54.4324 -649.628
°OH^0 -114.487 51.1565 -649.88
°OH^0 -118.586 55.1587 -650.739
°OH^0 -120.21 56.4605 -651.026
°OH^0 -119.29 52.7574 -654.999
°OH^0 -120.024 52.5946 -651.868
°OH^0 -113.142 51.8544 -659.438
°OH^0 -115.076 51.9392 -658.993
°OH^0 -114.864 51.419 -662.111
°OH^0 -114.129 51.7003 -659.373
°OH^0 -114.627 49.5611 -662.659
°OH^0 -112.458 49.9368 -663.161
°OH^0 -115.896 45.7779 -661.389
°OH^0 -109.866 44.6884 -668.77
°OH^0 -111.435 50.3419 -669.441
°OH^0 -109.554 44.0029 -667.993
°OH^0 -106.028 46.6866 -679.023
°OH^0 -103.38 42.636 -678.206
°OH^0 -103 45.0563 -680.979
°OH^0 -102.237 42.9646 -681.903
°OH^0 -103.435 44.1307 -686.147
°OH^0 -103.337 41.2676 -686.884
°OH^0 -101.503 41.3221 -686.482
°OH^0 -94.6666 39.1884 -694.215
°OH^0 -96.938 38.8196 -693.578
°OH^0 -94.8466 37.2448 -695.549
°OH^0 -95.165 40.5229 -694.479
°OH^0 -95.7367 38.0864 -697.048
°OH^0 -91.5203 36.3644 -696.685
°OH^0 -92.8721 36.1628 -701.069
°OH^0 -91.7054 34.6896 -699.793
°OH^0 -92.1784 34.9289 -700.258
°OH^0 -93.1459 38.552 -704.599
°OH^0 -90.7846 33.7351 -704.273
°OH^0 -89.9728 36.3361 -704.636
°OH^0 -88.8583 31.589 -711.246
°OH^0 -87.9938 32.1429 -707.51
°OH^0 -90.2872 32.3695 -705.55
°OH^0 -87.2249 35.1696 -706.587
°OH^0 -85.7637 32.5696 -711.566
°OH^0 -87.6725 32.1146 -713.626
°OH^0 -87.8875 31.2643 -713.528
°OH^0 -85.1011 31.9313 -712.13
°OH^0 -85.5959 33.7262 -713.254
°OH^0 -86.5771 32.7594 -714.177
°OH^0 -84.6017 31.5368 -713.052
°OH^0 -85.472 30.3287 -714.629
°OH^0 -85.5486 30.7791 -711.276
°OH^0 -82.9813 27.8152 -713.194
°OH^0 -81.7397 28.2476 -716.121
°OH^0 -83.353 31.6115 -715.54
°OH^0 -84.0951 30.6569 -717.711
°OH^0 -80.8495 30.1076 -719.633
