# dumped at t=1 ps
H_2^0 -481.944 260.202 -450.308
H_2^0 -479.731 258.129 -444.011
H_2^0 -439.245 239.836 -391.915
H_2^0 -263.188 144.732 -451.484
H_2^0 -208.783 107.24 -526.952
H_2^0 -181.549 90.5548 -563.687
H_2^0 -148.924 71.5558 -608.369
H_2^0 -140.931 66.2902 -620.679
H_2^0 -119.315 53.1813 -654.499
H_2^0 -118.933 53.3283 -653.885
H_2^0 -106.675 45.3756 -676.944
H_2^0 -105.077 45.884 -676.431
H_2^0 -68.0158 21.8987 -742.213
H_2^0 -14.5489 -6.99478 -863.809
H_2^0 -15.1952 -7.50122 -882.167
H_2^0 -15.1903 -7.22833 -898.434
H_2^0 -14.0696 -5.505 -926.307
H_2^0 -14.2884 -5.45857 -938.318
H_2^0 -12.7351 -0.551348 -1048
H_2^0 -12.95 -0.231916 -1054.39
H_2^0 -11.6692 1.28448 -1087.75
H_2^0 -10.8969 1.40627 -1098.63
H_2^0 -5.37768 3.12269 -1203.04
H_2^0 -7.91136 1.98902 -1229.2
H_2^0 -7.82177 2.27304 -1244.09
H_2^0 -6.59264 1.2078 -1252.41
H_2^0 -6.28514 1.42301 -1306.03
H_2^0 -5.81963 2.65696 -1307.15
H_2^0 -5.4658 2.53028 -1305.87
H_2^0 -5.4685 2.45381 -1326.99
H_2^0 -5.53984 0.0504345 -1360.26
H_2^0 -3.93206 -0.410759 -1390.68
H_2^0 -0.689236 -0.0637481 -1499.34
H_2^0 -83.113 30.9066 -719.792
H_2^0 -109.572 47.4555 -670.52
H_2^0 -96.0795 38.6572 -693.629
H_2^0 -56.8513 15.3767 -766.729
H_2^0 -40.7001 4.33109 -805.957
H_2^0 -29.9143 -0.862434 -829.747
H_2^0 -26.2999 -2.83231 -836.236
H_2^0 -14.6082 -4.18532 -957.057
H_2^0 -12.0153 -0.247784 -1065.67
H_2^0 1.24489 -3.05677 -1468.04
H_2^0 -6.73366 2.61083 -1279.45
H_2^0 -12.1791 -3.9931 -953.264
H_2^0 -14.3262 -5.26207 -932.736
H_2^0 -14.2407 -7.48475 -871.331
H_2^0 -75.8851 25.9076 -729.256
H_2^0 -308.169 172.696 -388.565
H_2^0 -400.275 213.436 -354.294
H_2^0 -269.173 148.48 -444.411
H_2^0 -238.428 125.219 -489.805
H_2^0 -98.5301 40.6108 -688.932
H_2^0 -12.4876 -1.15766 -1049.62
H_2^0 -6.9052 2.37827 -1288.69
H_2^0 -4.08327 0.852054 -1356.22
H_2^0 -1.26057 -0.142808 -1439.08
OH^-1 2.87893 0.385181 -1493.38
OH^-1 -2.17397 4.17774 -1487.22
OH^-1 -0.0286372 0.731744 -1464.81
OH^-1 -3.15754 0.0834969 -1419.26
OH^-1 -6.38959 0.563482 -1395.55
OH^-1 -3.13002 0.0553099 -1392.85
OH^-1 -6.83509 -0.848888 -1369.3
OH^-1 -4.91313 1.94926 -1364.61
OH^-1 -8.25935 1.25898 -1312.64
OH^-1 -10.4351 -1.13477 -1305.96
OH^-1 -6.65724 -0.0858909 -1304.22
OH^-1 -4.28064 3.3735 -1298.19
OH^-1 -11.4178 -3.90661 -1249.93
OH^-1 -9.89891 -0.103129 -1230.92
OH^-1 -8.15483 3.92712 -1220.57
OH^-1 -9.68387 6.27001 -1171.67
OH^-1 -6.80093 0.43061 -1168.05
OH^-1 -10.1369 4.48536 -1151.03
OH^-1 -10.9632 -4.43801 -1073.53
OH^-1 -17.1139 2.55656 -1060.3
OH^-1 -19.8207 -5.90519 -1039.4
OH^-1 -18.5811 -0.921701 -1032.67
OH^-1 -12.7211 -2.92603 -1001.66
OH^-1 -14.6751 -1.8035 -995.382
OH^-1 -17.5911 0.390188 -971.278
OH^-1 -15.1092 -0.33122 -960.069
OH^-1 -19.2414 -0.144629 -959.179
OH^-1 -10.8849 -8.90996 -908.396
OH^-1 -14.652 -9.46134 -892.758
OH^-1 -16.9852 -7.23761 -880.096
OH^-1 -16.0101 -7.41698 -876.411
OH^-1 -32.4355 -1.43861 -828.639
OH^-1 -58.406 15.7862 -768.261
OH^-1 -60.8069 18.0819 -753.32
OH^-1 -63.8382 18.7434 -740.869
OH^-1 -82.7809 28.8181 -726.496
OH^-1 -85.2334 30.783 -712.973
OH^-1 -85.5155 32.9704 -715.98
OH^-1 -99.9293 40.9687 -691.614
OH^-1 -108.075 50.1001 -672.376
OH^-1 -138.614 66.4052 -623.571
OH^-1 -137.341 64.8792 -621.781
OH^-1 -157.293 78.1269 -588.099
OH^-1 -172.033 91.9784 -578.852
OH^-1 -198.327 95.5202 -534.701
OH^-1 -223.214 114.308 -511.949
OH^-1 -241.096 124.682 -488.546
OH^-1 -243.441 131.044 -480.259
OH^-1 -269.473 148.658 -442.997
OH^-1 -291.885 162.825 -398.043
OH^-1 -304.882 173.951 -391.323
OH^-1 -357.018 193.653 -352.065
OH^-1 -450.936 247.335 -411.999
OH^-1 -272.753 151.162 -439.17
OH^-1 -255.067 138.522 -462.815
OH^-1 -248.145 131.057 -471.315
OH^-1 -229.279 118.177 -498.634
OH^-1 -228.821 118.277 -504.666
OH^-1 -216.946 110.045 -513.512
OH^-1 -218.282 109.311 -518.58
OH^-1 -214.149 111.849 -520.975
OH^-1 -197.047 101.201 -540.717
OH^-1 -198.287 102.4 -538.728
OH^-1 -87.5744 32.3602 -709.581
OH^-1 -58.7536 16.7897 -757.889
OH^-1 -41.0542 -0.933187 -815.648
OH^-1 -28.6044 -2.72934 -825.039
OH^-1 -8.78105 -9.3333 -863.663
OH^-1 -14.409 -11.6251 -886.412
OH^-1 -12.9449 -8.67922 -916.346
OH^-1 -16.0611 -6.18633 -952.572
OH^-1 -12.9854 -1.11695 -961.073
OH^-1 -14.3878 -0.844517 -1021.71
OH^-1 -11.9817 -3.50418 -1032.73
OH^-1 -11.6541 0.167363 -1067.33
OH^-1 -11.7457 0.631741 -1086.07
OH^-1 -7.9561 0.99618 -1149.45
OH^-1 -8.84183 1.30301 -1166.17
OH^-1 -2.9273 0.426569 -1211.16
OH^-1 -13.0718 -1.08823 -1227.92
OH^-1 -9.57889 -0.0200373 -1310.31
OH^-1 0.374593 5.42411 -1319.23
OH^-1 1.05418 9.20416 -1384.31
OH^-1 3.52629 -0.477633 -1469.31
OH^-1 1.96207 4.51542 -1494.22
°OH^0 2.4359 -0.310496 -1493.01
°OH^0 -1.276 4.33071 -1487.49
°OH^0 -0.0206614 0.244954 -1464.92
°OH^0 -2.90454 -0.207857 -1419.12
°OH^0 -6.0402 0.282926 -1396.1
°OH^0 -2.54396 0.536103 -1392.56
°OH^0 -7.21629 -1.01375 -1369.56
°OH^0 -4.52331 2.30576 -1364.51
°OH^0 -8.46927 1.71795 -1312.83
°OH^0 -10.341 -0.725744 -1305.87
°OH^0 -6.32482 0.362663 -1303.95
°OH^0 -4.63124 3.38025 -1297.83
°OH^0 -11.6539 -3.7431 -1249.95
°OH^0 -10.1509 -0.170144 -1231.28
°OH^0 -7.93339 4.04896 -1221.13
°OH^0 -10.0319 6.00326 -1171.54
°OH^0 -6.83098 -0.29303 -1168.27
°OH^0 -10.0105 4.8995 -1150.77
°OH^0 -11.2362 -4.54173 -1073.34
°OH^0 -16.8783 2.60151 -1059.97
°OH^0 -19.7882 -5.47623 -1039.24
°OH^0 -18.3573 -1.04338 -1032.87
°OH^0 -13.1747 -3.02035 -1001.45
°OH^0 -14.2463 -2.09582 -995.262
°OH^0 -17.2055 0.521232 -971.103
°OH^0 -15.2939 -0.37676 -959.931
°OH^0 -19.1218 0.0073636 -959.422
°OH^0 -10.974 -8.92453 -908.322
°OH^0 -14.7347 -9.46507 -892.73
°OH^0 -16.8578 -7.51064 -880.416
°OH^0 -15.351 -6.77457 -876.289
°OH^0 -32.1281 -1.85871 -829.034
°OH^0 -58.1111 16.0466 -768.48
°OH^0 -60.973 18.5961 -753.583
°OH^0 -63.7633 18.6075 -741.491
°OH^0 -82.7757 28.7733 -727.042
°OH^0 -84.9027 30.9581 -712.674
°OH^0 -85.6903 32.4028 -715.976
°OH^0 -99.5474 41.6649 -691.742
°OH^0 -108.432 50.6656 -672.688
°OH^0 -138.322 66.6077 -624.1
°OH^0 -137.087 64.9127 -621.888
°OH^0 -156.752 77.9749 -587.932
°OH^0 -172.138 92.0018 -578.849
°OH^0 -198.324 95.4145 -534.571
°OH^0 -223.322 114.218 -512.215
°OH^0 -241.146 124.725 -488.594
°OH^0 -243.681 131.208 -480.522
°OH^0 -269.366 148.249 -443.031
°OH^0 -291.493 162.772 -398.242
°OH^0 -305.017 174.248 -390.871
°OH^0 -357.164 193.233 -351.622
°OH^0 -450.732 247.642 -412.124
°OH^0 -272.338 151.209 -438.591
°OH^0 -255.212 138.708 -462.299
°OH^0 -247.455 132.001 -471.23
°OH^0 -229.331 117.786 -498.866
°OH^0 -228.683 117.973 -504.7
°OH^0 -216.723 109.454 -513.828
°OH^0 -217.935 109.244 -518.371
°OH^0 -213.344 112.033 -520.84
°OH^0 -197.041 101.709 -540.562
°OH^0 -198.533 102.171 -538.802
°OH^0 -86.871 32.9372 -709.592
°OH^0 -59.2958 17.4803 -757.774
°OH^0 -41.0197 -0.732096 -815.526
°OH^0 -28.6325 -3.21182 -825.186
°OH^0 -8.28816 -9.38977 -864.025
°OH^0 -14.1666 -12.1175 -886.413
°OH^0 -13.3394 -9.07704 -916.163
°OH^0 -15.6754 -6.00405 -952.495
°OH^0 -12.8916 -1.16944 -960.865
°OH^0 -13.8659 -0.877452 -1021.82
°OH^0 -12.0564 -3.465 -1033.2
°OH^0 -11.4223 0.387038 -1066.87
°OH^0 -11.3841 0.753389 -1086.1
°OH^0 -8.12092 0.540586 -1149.24
°OH^0 -7.91513 1.38494 -1165.58
°OH^0 -2.92546 0.355046 -1211.14
°OH^0 -13.4581 -1.15912 -1227.99
°OH^0 -9.18282 0.140466 -1310.04
°OH^0 0.768866 6.17458 -1319.24
°OH^0 1.59968 8.51066 -1384.69
°OH^0 3.64159 0.102158 -1469.28
°OH^0 2.04589 4.24017 -1494.11
°OH^0 5.01244 0.45986 -1486.63
°OH^0 2.07914 -2.30151 -1468.22
°OH^0 0.447679 1.83872 -1407.15
°OH^0 -2.65064 3.392 -1348.42
°OH^0 -14.8971 -4.87875 -971.437
°OH^0 -21.2519 -6.55072 -853.335
°OH^0 -518.971 264.48 -482.788
°OH^0 -507.466 264.972 -472.956
°OH^0 -474.338 256.544 -442.14
°OH^0 -377.011 205.714 -350.34
°OH^0 -369.99 202.663 -350.384
°OH^0 -362.218 202.175 -353.071
°OH^0 -333.036 192.623 -363.907
°OH^0 -272.226 150.092 -444.038
°OH^0 -224.34 114.346 -508.879
°OH^0 -188.935 93.7261 -552.107
°OH^0 -163.885 79.8683 -587.882
°OH^0 -91.8529 38.3798 -695.97
°OH^0 -89.4981 33.447 -703.429
°OH^0 -64.9803 17.9712 -750.312
°OH^0 -40.6012 7.03832 -805.431
°OH^0 -13.9838 -3.89723 -988.184
°OH^0 -14.357 -3.84612 -987.868
°OH^0 -11.6859 -0.222925 -1072.78
°OH^0 -11.6165 1.21853 -1157.62
°OH^0 -10.2271 -0.0591535 -1172.97
°OH^0 -7.77242 1.60427 -1184.81
°OH^0 -9.39409 -0.452627 -1216.48
°OH^0 -7.68746 2.42662 -1245.56
°OH^0 -8.89221 2.88389 -1249.75
°OH^0 -4.81394 0.75147 -1337.55
°OH^0 -3.01467 -0.451494 -1375.77
°OH^0 -3.34953 -0.816712 -1430.71
°OH^0 -1.35186 0.748013 -1472.83
°OH^0 0.822762 0.327592 -1482.69
°OH^0 -0.388786 1.34793 -1496.21
°OH^0 -2.94209 1.41067 -1455.89
°OH^0 -5.40121 -1.76268 -1452.04
°OH^0 -2.92907 -0.108126 -1449.11
°OH^0 -4.22224 -1.17929 -1443.12
°OH^0 -1.42832 -0.743726 -1444.97
°OH^0 -3.55919 1.17323 -1389.71
°OH^0 -7.25461 0.405114 -1386.53
°OH^0 -2.69777 -0.00690984 -1382.95
°OH^0 -3.53824 1.16961 -1374.07
°OH^0 -5.38222 1.55051 -1376.33
°OH^0 -4.71888 2.53779 -1326.04
°OH^0 -4.96325 2.00439 -1306.22
°OH^0 -2.84639 3.33248 -1300.55
°OH^0 -4.80317 0.642834 -1293.9
°OH^0 -0.771369 3.12292 -1256.59
°OH^0 -6.13421 6.92767 -1253.32
°OH^0 -10.3174 1.90687 -1247.77
°OH^0 -6.62359 2.73947 -1231.4
°OH^0 -8.85249 -0.347876 -1225.34
°OH^0 -9.85451 0.410991 -1221.06
°OH^0 -6.78294 1.72162 -1220.65
°OH^0 -8.33293 -0.40416 -1155.24
°OH^0 -9.42844 -0.956198 -1074.94
°OH^0 -12.5749 -3.35692 -1068.94
°OH^0 -15.3888 -4.53014 -939.692
°OH^0 -14.1361 -6.03215 -932.624
°OH^0 -13.2602 -5.3221 -888.156
°OH^0 -15.0127 -7.44381 -877.945
°OH^0 -13.6168 -8.07258 -877.358
°OH^0 -19.1497 -6.38041 -854.203
°OH^0 -36.4917 2.55256 -818.455
°OH^0 -48.1835 5.36469 -792.187
°OH^0 -89.5318 32.3895 -708.364
°OH^0 -105.324 44.9822 -678.448
°OH^0 -123.695 55.5411 -647.319
°OH^0 -141.446 63.6877 -618.022
°OH^0 -142.096 67.9832 -617.033
°OH^0 -560.654 313.058 -514.083
°OH^0 -553.924 304.62 -521.685
°OH^0 -549.187 296.343 -517.543
°OH^0 -534.779 273.859 -520.061
°OH^0 -517.265 267.952 -484.051
°OH^0 -502.304 265.971 -468.418
°OH^0 -503.328 263.461 -468.316
°OH^0 -479.715 258.498 -449.537
°OH^0 -474.77 259.072 -440.689
°OH^0 -473.804 254.409 -440.063
°OH^0 -462.763 251.484 -425.298
°OH^0 -441.611 243.137 -396.87
°OH^0 -440.782 242.848 -393.51
°OH^0 -416.837 220.531 -366.19
°OH^0 -413.518 220.079 -362.901
°OH^0 -406.907 214.254 -358.878
°OH^0 -407.881 216.108 -357.728
°OH^0 -405.304 213.714 -358.252
°OH^0 -396.726 212.445 -354.643
°OH^0 -393.589 212.918 -354.346
°OH^0 -392.866 209.309 -355.198
°OH^0 -392.762 207.983 -354.219
°OH^0 -384.007 207.779 -351.352
°OH^0 -379.197 205.79 -350.437
°OH^0 -378.395 205.126 -348.524
°OH^0 -379.38 206.401 -350.96
°OH^0 -343.906 198.582 -356.817
°OH^0 -338.411 193.125 -360.267
°OH^0 -331.818 192.545 -361.427
°OH^0 -334.56 190.258 -364.197
°OH^0 -327.657 186.024 -365.485
°OH^0 -329.06 190.657 -367.604
°OH^0 -327.453 189.829 -366.178
°OH^0 -328.012 188.582 -366.075
°OH^0 -321.022 181.622 -373.571
°OH^0 -312.604 173.934 -383.198
°OH^0 -304.938 170.838 -396.289
°OH^0 -303.732 170.283 -396.649
°OH^0 -301.653 167.995 -398.951
°OH^0 -293.78 164.266 -409.478
°OH^0 -287.609 160.422 -418.632
°OH^0 -282.533 157.673 -423.343
°OH^0 -282.308 158.742 -425.06
°OH^0 -282.06 156.56 -427.641
°OH^0 -277.322 156.083 -432.087
°OH^0 -274.642 152.333 -437.282
°OH^0 -261.963 143.486 -456.532
°OH^0 -259.678 142.209 -455.331
°OH^0 -248.3 133.563 -476.994
°OH^0 -245.44 131.265 -478.591
°OH^0 -241.371 125.999 -485.107
°OH^0 -237.365 126.128 -486.6
°OH^0 -225.448 117.399 -505.352
°OH^0 -225.498 118.941 -504.017
°OH^0 -223.717 115.025 -509.557
°OH^0 -219.952 113.014 -513.669
°OH^0 -218.894 111.247 -517.13
°OH^0 -212.415 110.804 -521.714
°OH^0 -213.221 107.467 -525.206
°OH^0 -209.661 106.656 -526.375
°OH^0 -206.334 101.61 -530.572
°OH^0 -203.601 102.166 -533.571
°OH^0 -202.867 101.577 -534.383
°OH^0 -195.951 98.6523 -544.041
°OH^0 -194.01 98.0908 -547.904
°OH^0 -190.572 95.9409 -552.803
°OH^0 -189.098 96.1941 -553.421
°OH^0 -186.571 96.033 -559.193
°OH^0 -184.789 91.674 -558.925
°OH^0 -179.918 91.8112 -564.583
°OH^0 -174.069 87.5535 -570.693
°OH^0 -164.821 80.26 -587.891
°OH^0 -162.405 79.3975 -589.03
°OH^0 -155.726 77.2576 -597.141
°OH^0 -153.031 71.5452 -603.187
°OH^0 -148.603 69.3525 -608.744
°OH^0 -145.34 70.6572 -615.82
°OH^0 -139.793 65.1244 -621.834
°OH^0 -137.758 67.3103 -624.989
°OH^0 -126.092 56.6626 -641.74
°OH^0 -119.676 52.888 -655.391
°OH^0 -115.374 52.8011 -657.119
°OH^0 -110.631 46.8544 -670.574
°OH^0 -111.347 48.8017 -670.263
°OH^0 -106.996 47.3188 -673.714
°OH^0 -106.216 46.3406 -677.415
°OH^0 -103.837 44.6237 -681.24
°OH^0 -102.979 44.7193 -681.382
°OH^0 -96.8982 41.8474 -686.39
°OH^0 -98.9041 41.4573 -690.052
°OH^0 -98.4186 40.9077 -691.706
°OH^0 -97.3861 40.5822 -694.928
°OH^0 -94.1822 35.949 -695.726
°OH^0 -92.1075 37.6658 -700.747
°OH^0 -92.3557 38.0447 -700.305
°OH^0 -90.4393 34.6221 -703.998
°OH^0 -90.2893 35.3177 -705.547
°OH^0 -81.4551 30.8816 -721.311
°OH^0 -77.8409 26.9297 -726.488
°OH^0 -71.6464 24.665 -737.359
°OH^0 -72.1933 24.0622 -736.13
°OH^0 -67.882 22.3357 -744.923
°OH^0 -68.1347 20.7092 -746.013
°OH^0 -63.0508 17.262 -746.446
°OH^0 -63.6074 21.1991 -752.483
°OH^0 -62.3712 18.1311 -755.754
°OH^0 -61.1942 17.2589 -762.185
°OH^0 -58.4936 14.8246 -767.192
°OH^0 -54.8616 13.7576 -770.08
°OH^0 -53.3691 13.6368 -772.912
°OH^0 -51.9549 12.0042 -777.534
°OH^0 -54.0772 12.2813 -774.674
°OH^0 -52.8206 9.8707 -778.18
°OH^0 -52.6028 11.3211 -779.754
°OH^0 -47.8239 9.95145 -785.706
°OH^0 -48.0434 5.58136 -792.055
°OH^0 -45.8095 9.99718 -795.517
°OH^0 -46.4253 5.28293 -793.749
°OH^0 -42.5413 3.9742 -802.391
°OH^0 -41.3569 3.54381 -803.769
°OH^0 -40.1444 5.77273 -803.467
°OH^0 -41.1721 3.29366 -802.059
°OH^0 -39.0131 3.72557 -809.027
°OH^0 -37.5878 2.12391 -813.064
°OH^0 -33.7668 1.89226 -814.731
°OH^0 -34.9476 1.63808 -818.422
°OH^0 -30.3741 3.1554 -821.214
°OH^0 -29.2252 -4.19464 -829.562
°OH^0 -25.8168 -3.15294 -834.158
°OH^0 -25.1003 -4.04556 -841.312
°OH^0 -19.0138 -5.30365 -851.317
°OH^0 -20.8126 -4.44003 -849.105
°OH^0 -21.1644 -6.51915 -852.158
°OH^0 -17.1965 -6.6952 -853.269
°OH^0 -19.1774 -3.9063 -855.233
°OH^0 -16.8488 -7.3927 -858.631
°OH^0 -15.7956 -6.59092 -865.326
°OH^0 -14.9575 -7.47823 -869.893
°OH^0 -16.5846 -9.37307 -891.988
°OH^0 -14.8433 -3.79502 -896.918
°OH^0 -13.1092 -8.66531 -900.083
°OH^0 -15.7057 -8.41292 -901.495
°OH^0 -14.9117 -5.22031 -903.435
°OH^0 -15.4708 -5.94679 -907.313
°OH^0 -14.2226 -8.26215 -912.505
°OH^0 -14.0777 -7.24826 -916.196
°OH^0 -13.9418 -2.42859 -918.05
°OH^0 -13.0944 -6.34358 -933.945
°OH^0 -13.2465 -6.80953 -934.29
°OH^0 -13.836 -3.69153 -948.117
°OH^0 -13.588 -4.20078 -964.517
°OH^0 -15.5729 -2.56366 -968.761
°OH^0 -14.5908 -1.66034 -980.351
°OH^0 -14.1276 -1.83065 -981.665
°OH^0 -12.6653 -1.77821 -980.95
°OH^0 -14.0055 -4.20477 -986.73
°OH^0 -12.9865 -3.2571 -986.891
°OH^0 -13.6496 -4.50161 -987.403
°OH^0 -12.3953 -3.28124 -991.168
°OH^0 -14.6412 -3.20927 -992.722
°OH^0 -13.419 -5.18967 -991.896
°OH^0 -12.3738 -1.62169 -996.051
°OH^0 -13.55 -3.60692 -996.582
°OH^0 -13.8787 -4.76329 -997.818
°OH^0 -13.3143 -2.3709 -996.12
°OH^0 -15.4218 0.695053 -1001.35
°OH^0 -14.6153 -2.387 -1017.2
°OH^0 -10.9274 -0.278405 -1020.8
°OH^0 -11.6754 -2.0972 -1027.96
°OH^0 -10.7353 -0.164113 -1034.42
°OH^0 -13.2992 -1.93973 -1036.96
°OH^0 -14.0448 -1.89004 -1044.02
°OH^0 -11.5475 -0.814278 -1052.74
°OH^0 -12.481 -2.52834 -1057.44
°OH^0 -13.9017 -1.35395 -1056.38
°OH^0 -12.5549 1.19309 -1060.36
°OH^0 -12.3086 0.449623 -1067.92
°OH^0 -13.2626 1.58998 -1073.13
°OH^0 -11.1219 -0.869724 -1086.16
°OH^0 -12.065 2.51845 -1087.23
°OH^0 -12.2211 0.43167 -1094.04
°OH^0 -12.8101 0.962835 -1093.5
°OH^0 -12.8121 2.25029 -1096.03
°OH^0 -9.71416 -1.01426 -1098.43
°OH^0 -11.5566 -1.08675 -1103.87
°OH^0 -12.7389 0.00590482 -1109.72
°OH^0 -9.82943 0.418719 -1125.25
°OH^0 -10.0271 -0.699727 -1135.71
°OH^0 -11.0235 0.658501 -1136.79
°OH^0 -8.09656 -0.720745 -1139.43
°OH^0 -8.74493 2.28272 -1145.93
°OH^0 -10.4051 1.57827 -1146.87
°OH^0 -8.57756 -1.80003 -1145.76
°OH^0 -11.007 0.781134 -1151.71
°OH^0 -8.06122 -2.03304 -1154.92
°OH^0 -11.6465 1.53345 -1158.39
°OH^0 -8.67899 0.814951 -1160.24
°OH^0 -8.00996 0.991171 -1176.14
°OH^0 -9.64526 1.90068 -1176.66
°OH^0 -8.25693 1.96479 -1176.7
°OH^0 -7.49214 1.93885 -1181.81
°OH^0 -6.41994 0.996363 -1187.17
°OH^0 -9.77243 2.18978 -1196.84
°OH^0 -8.42859 0.192894 -1199.01
°OH^0 -10.6432 2.46832 -1213.22
°OH^0 -9.15851 0.955708 -1224.62
°OH^0 -9.04613 3.55998 -1229.84
°OH^0 -8.96772 3.0318 -1230.63
°OH^0 -8.07224 1.74203 -1234.85
°OH^0 -7.44666 1.34373 -1234.55
°OH^0 -7.40809 3.55316 -1250.87
°OH^0 -9.42411 3.16867 -1249.37
°OH^0 -7.88562 3.05249 -1253.14
°OH^0 -8.66447 3.16042 -1259.01
°OH^0 -8.94115 3.23579 -1264.39
°OH^0 -6.31619 2.32367 -1265.75
°OH^0 -6.54982 4.79193 -1266.72
°OH^0 -9.86597 3.94389 -1267.71
°OH^0 -6.3577 2.26918 -1272.55
°OH^0 -7.44792 3.72333 -1278.11
°OH^0 -6.06153 2.67285 -1281.7
°OH^0 -6.75834 1.73807 -1286.4
°OH^0 -5.65536 1.89884 -1300.27
°OH^0 -5.99646 1.76745 -1298.46
°OH^0 -6.0316 2.44679 -1312.78
°OH^0 -4.63556 3.23302 -1313.88
°OH^0 -6.80274 1.41097 -1315.88
°OH^0 -4.84356 2.5969 -1316.78
°OH^0 -7.06242 2.19859 -1320.09
°OH^0 -6.13651 1.19077 -1326.6
°OH^0 -4.71526 1.80226 -1331.18
°OH^0 -4.95781 0.379541 -1338.61
°OH^0 -3.96858 0.328776 -1342.55
°OH^0 -3.66112 0.715998 -1348.89
°OH^0 -2.65958 0.318122 -1362.12
°OH^0 -3.61951 2.09154 -1365.93
°OH^0 -2.67717 2.88006 -1366.73
°OH^0 -4.84739 0.666391 -1374.6
°OH^0 -4.08045 1.2915 -1385.06
°OH^0 -3.41791 -0.115033 -1387.02
°OH^0 -2.79528 1.67499 -1392.2
°OH^0 -1.08773 -1.5191 -1396.84
°OH^0 -3.29591 2.23832 -1399.02
°OH^0 -2.07028 -0.0933567 -1403.78
°OH^0 -2.27951 -0.873448 -1406.94
°OH^0 -1.91035 -2.98865 -1412.86
°OH^0 -3.15189 -1.16046 -1419.42
°OH^0 -1.27053 -1.07894 -1420.14
°OH^0 -5.19755 0.0521589 -1421.5
°OH^0 -1.2561 0.904185 -1424.21
°OH^0 -0.594594 -0.254129 -1426.56
°OH^0 -2.00527 0.259222 -1430.91
°OH^0 -0.779557 0.831706 -1436.09
°OH^0 -1.03873 -0.371998 -1436.56
°OH^0 -0.0855371 -1.79719 -1435.87
°OH^0 -1.37747 1.10977 -1439.41
°OH^0 -0.582441 -0.20158 -1456.03
°OH^0 0.00195398 -0.839541 -1456.51
°OH^0 -0.614286 0.907229 -1457.01
°OH^0 -0.68127 0.317928 -1455.46
°OH^0 -1.37404 -0.506619 -1458.82
°OH^0 -1.66103 -1.0125 -1468.88
°OH^0 0.131021 2.22142 -1471.75
°OH^0 1.45729 1.69631 -1486.15
°OH^0 1.07614 -1.86051 -1487.81
°OH^0 1.03575 -2.60325 -1494.41
°OH^0 -0.559377 -0.126343 -1499.64
°OH^0 -1.42903 1.60264 -1499.1
°OH^0 -1.06744 -2.99875 -1491.49
°OH^0 1.94358 -1.55576 -1492.77
°OH^0 1.24612 3.62606 -1478.68
°OH^0 -0.650836 -0.783481 -1478.45
°OH^0 0.770916 0.368376 -1478.48
°OH^0 0.179794 -1.71939 -1472.16
°OH^0 3.43242 1.01645 -1472.1
°OH^0 0.900312 -2.99583 -1468.47
°OH^0 0.236187 0.800966 -1460.3
°OH^0 -0.273775 0.992518 -1460.15
°OH^0 -2.27048 -4.74034 -1458.66
°OH^0 3.49032 0.411415 -1452.99
°OH^0 -2.47452 -2.995 -1449.52
°OH^0 1.2244 0.0595857 -1444.42
°OH^0 0.540462 0.609414 -1441.56
°OH^0 -1.51383 0.594815 -1438.11
°OH^0 -0.749958 0.125163 -1435.84
°OH^0 -0.661029 -2.64205 -1431.71
°OH^0 -1.37376 2.53313 -1424.54
°OH^0 -3.24709 -0.801333 -1418.59
°OH^0 -0.796465 0.64253 -1415.44
°OH^0 -4.05956 -0.368242 -1409.05
°OH^0 -1.59435 -2.56955 -1405.23
°OH^0 -1.65 -0.569549 -1392.61
°OH^0 -3.66818 -0.667966 -1388.21
°OH^0 -8.99127 1.24135 -1389.31
°OH^0 -5.11473 -0.211155 -1383.55
°OH^0 -2.46351 0.587294 -1383.25
°OH^0 -3.26529 3.12766 -1381.79
°OH^0 -2.68386 0.48261 -1381.95
°OH^0 -2.78018 -0.876612 -1378.07
°OH^0 -6.14555 -0.202792 -1375.73
°OH^0 -1.66038 2.68163 -1368.22
°OH^0 0.397135 3.09287 -1367.2
°OH^0 -4.71207 3.35579 -1368.1
°OH^0 -3.50195 1.64842 -1356.66
°OH^0 -2.00581 0.847896 -1342.84
°OH^0 -3.33532 -1.82023 -1345.04
°OH^0 -6.03385 1.66742 -1335.6
°OH^0 -5.5565 1.8859 -1330.93
°OH^0 -6.31332 0.235577 -1313.28
°OH^0 -4.54451 0.819584 -1313.68
°OH^0 -2.85899 -0.928483 -1316.25
°OH^0 -6.21546 2.67041 -1315.47
°OH^0 -6.56935 1.25474 -1307.34
°OH^0 -5.12498 1.97088 -1306.28
°OH^0 -5.29169 1.18663 -1304.63
°OH^0 -4.77639 2.49274 -1302.63
°OH^0 -6.26453 1.24165 -1300.79
°OH^0 -7.71678 1.99901 -1301.59
°OH^0 -5.6043 -0.0769455 -1300.48
°OH^0 -7.4973 2.34573 -1295.96
°OH^0 -7.7523 1.5808 -1294.82
°OH^0 -6.78449 3.23011 -1281.23
°OH^0 -6.15267 1.96731 -1279.1
°OH^0 -7.40815 1.76421 -1276.04
°OH^0 -7.28708 1.29018 -1267.21
°OH^0 -8.50752 0.986182 -1258.26
°OH^0 -7.0599 1.42546 -1255.58
°OH^0 -10.8413 1.8078 -1256.59
